city,city_ascii,country,admin_name
šavnik,savnik,montenegro,šavnik
tivat,tivat,montenegro,tivat
ulcinj,ulcinj,montenegro,ulcinj
žabljak,zabljak,montenegro,žabljak
marigot,marigot,saint martin,
antananarivo,antananarivo,madagascar,antananarivo
toamasina,toamasina,madagascar,toamasina
antalaha,antalaha,madagascar,antsiranana
maroantsetra,maroantsetra,madagascar,toamasina
mandritsara,mandritsara,madagascar,mahajanga
besalampy,besalampy,madagascar,mahajanga
marovoay,marovoay,madagascar,mahajanga
andoany,andoany,madagascar,antsiranana
mahajanga,mahajanga,madagascar,mahajanga
ambanja,ambanja,madagascar,antsiranana
antsiranana,antsiranana,madagascar,antsiranana
miandrivazo,miandrivazo,madagascar,toliara
mananjary,mananjary,madagascar,fianarantsoa
morombe,morombe,madagascar,toliara
toliara,toliara,madagascar,toliara
manja,manja,madagascar,toliara
fianarantsoa,fianarantsoa,madagascar,fianarantsoa
androka,androka,madagascar,toliara
bekiy,bekiy,madagascar,toliara
antsirabe,antsirabe,madagascar,antananarivo
antsohihy,antsohihy,madagascar,mahajanga
maintirano,maintirano,madagascar,mahajanga
ambatondrazaka,ambatondrazaka,madagascar,toamasina
farafangana,farafangana,madagascar,fianarantsoa
ihosy,ihosy,madagascar,fianarantsoa
morondava,morondava,madagascar,toliara
tôlanaro,tolanaro,madagascar,toliara
sambava,sambava,madagascar,antsiranana
majuro,majuro,marshall islands,majuro
vevčani,vevcani,macedonia,vevčani
kočani,kocani,macedonia,kočani
staro nagoričane,staro nagoricane,macedonia,staro nagoričane
radoviš,radovis,macedonia,radoviš
sopište,sopiste,macedonia,sopište
petrovec,petrovec,macedonia,petrovec
bosilovo,bosilovo,macedonia,bosilovo
zrnovci,zrnovci,macedonia,zrnovci
gradsko,gradsko,macedonia,gradsko
lipkovo,lipkovo,macedonia,lipkovo
lozovo,lozovo,macedonia,lozovo
plasnica,plasnica,macedonia,plasnica
aračinovo,aracinovo,macedonia,aračinovo
studeničani,studenicani,macedonia,studeničani
resen,resen,macedonia,resen
bogovinje,bogovinje,macedonia,bogovinje
vinica,vinica,macedonia,vinica
belčišta,belcista,macedonia,debarca
mogila,mogila,macedonia,mogila
veles,veles,macedonia,veles
kavadarci,kavadarci,macedonia,kavadarci
kumanovo,kumanovo,macedonia,kumanovo
ohrid,ohrid,macedonia,ohrid
strumica,strumica,macedonia,strumica
makedonski brod,makedonski brod,macedonia,makedonski brod
rostuša,rostusa,macedonia,mavrovo i rostuša
struga,struga,macedonia,struga
čučer-sandevo,cucer-sandevo,macedonia,čučer-sandevo
novo selo,novo selo,macedonia,novo selo
zelenikovo,zelenikovo,macedonia,zelenikovo
star dojran,star dojran,macedonia,dojran
skopje,skopje,macedonia,
štip,stip,macedonia,štip
makedonska kamenica,makedonska kamenica,macedonia,makedonska kamenica
ilinden,ilinden,macedonia,ilinden
demir hisar,demir hisar,macedonia,demir hisar
želino,zelino,macedonia,želino
prilep,prilep,macedonia,prilep
bitola,bitola,macedonia,bitola
krivogaštani,krivogastani,macedonia,krivogaštani
kruševo,krusevo,macedonia,kruševo
vasilevo,vasilevo,macedonia,vasilevo
gostivar,gostivar,macedonia,gostivar
vrapčište,vrapciste,macedonia,vrapčište
novaci,novaci,macedonia,novaci
čaška,caska,macedonia,čaška
kratovo,kratovo,macedonia,kratovo
probištip,probistip,macedonia,probištip
debar,debar,macedonia,debar
centar župa,centar zupa,macedonia,centar župa
rosoman,rosoman,macedonia,rosoman
jegunovce,jegunovce,macedonia,jegunovce
demir kapija,demir kapija,macedonia,demir kapija
negotino,negotino,macedonia,negotino
konče,konce,macedonia,konče
dolneni,dolneni,macedonia,dolneni
sveti nikole,sveti nikole,macedonia,sveti nikole
valandovo,valandovo,macedonia,valandovo
kičevo,kicevo,macedonia,kičevo
delčevo,delcevo,macedonia,delčevo
tetovo,tetovo,macedonia,tetovo
češinovo,cesinovo,macedonia,češinovo-obleševo
karbinci,karbinci,macedonia,karbinci
tearce,tearce,macedonia,tearce
kriva palanka,kriva palanka,macedonia,kriva palanka
rankovce,rankovce,macedonia,rankovce
pehčevo,pehcevo,macedonia,pehčevo
gevgelija,gevgelija,macedonia,gevgelija
bogdanci,bogdanci,macedonia,bogdanci
berovo,berovo,macedonia,berovo
brvenica,brvenica,macedonia,brvenica
aguelhok,aguelhok,mali,kidal
bamako,bamako,mali,bamako
kidal,kidal,mali,kidal
bourem,bourem,mali,gao
mopti,mopti,mali,mopti
gao,gao,mali,gao
satadougou,satadougou,mali,kayes
koulikoro,koulikoro,mali,koulikoro
sikasso,sikasso,mali,sikasso
araouane,araouane,mali,tombouctou
ségou,segou,mali,ségou
timbuktu,timbuktu,mali,tombouctou
markala,markala,mali,ségou
taoudenni,taoudenni,mali,tombouctou
kayes,kayes,mali,kayes
sokolo,sokolo,mali,ségou
kita,kita,mali,kayes
nara,nara,mali,koulikoro
kati,kati,mali,koulikoro
kangaba,kangaba,mali,koulikoro
san,san,mali,ségou
bougouni,bougouni,mali,sikasso
koutiala,koutiala,mali,sikasso
djenné,djenne,mali,mopti
yélimané,yelimane,mali,kayes
bafoulabé,bafoulabe,mali,kayes
nioro du sahel,nioro du sahel,mali,kayes
goundam,goundam,mali,tombouctou
ménaka,menaka,mali,gao
tessalit,tessalit,mali,kidal
banamba,banamba,mali,koulikoro
rangoon,rangoon,burma,yangon
allanmyo,allanmyo,burma,magway
mudon,mudon,burma,mon state
mawlamyine,mawlamyine,burma,mon state
phyarpon,phyarpon,burma,ayeyawady
labutta,labutta,burma,ayeyawady
dawei,dawei,burma,taninthayi
myeik,myeik,burma,taninthayi
ye,ye,burma,mon state
namtu,namtu,burma,shan state
hinthada,hinthada,burma,ayeyawady
thongwa,thongwa,burma,yangon
bago,bago,burma,bago
pathein,pathein,burma,ayeyawady
yandoon,yandoon,burma,ayeyawady
wakema,wakema,burma,ayeyawady
pyay,pyay,burma,bago
chauk,chauk,burma,magway
myitkyina,myitkyina,burma,kachin state
monywa,monywa,burma,sagaing
naypyidaw,naypyidaw,burma,nay pyi taw
loikaw,loikaw,burma,kayah state
yaynangyoung,yaynangyoung,burma,magway
kyaukphyu,kyaukphyu,burma,rakhine state
magway,magway,burma,magway
shwebo,shwebo,burma,sagaing
sagaing,sagaing,burma,sagaing
myingyan,myingyan,burma,mandalay
pakokku,pakokku,burma,magway
mandalay,mandalay,burma,mandalay
taunggyi,taunggyi,burma,shan state
pyu,pyu,burma,bago
taungoo,taungoo,burma,bago
letpadan,letpadan,burma,bago
sittwe,sittwe,burma,rakhine state
pa-an,pa-an,burma,kayin state
hakha,hakha,burma,chin state
olgiy,olgiy,mongolia,bayan-ölgiy
mandalgovi,mandalgovi,mongolia,dundgovĭ
ulaanbaatar,ulaanbaatar,mongolia,ulaanbaatar
mörön,moron,mongolia,hövsgöl
darhan,darhan,mongolia,selenge
erdenet,erdenet,mongolia,orhon
uliastay,uliastay,mongolia,dzavhan
choyr,choyr,mongolia,govĭsümber
altay,altay,mongolia,govĭ-altay
buyant-uhaa,buyant-uhaa,mongolia,dornogovĭ
choybalsan,choybalsan,mongolia,dornod
ulaangom,ulaangom,mongolia,uvs
bulgan,bulgan,mongolia,bulgan
arvayheer,arvayheer,mongolia,övörhangay
tsetserleg,tsetserleg,mongolia,arhangay
bayankhongor,bayankhongor,mongolia,bayanhongor
darhan,darhan,mongolia,darhan-uul
dzuunharaa,dzuunharaa,mongolia,selenge
dzuunmod,dzuunmod,mongolia,töv
ondorhaan,ondorhaan,mongolia,hentiy
dalandzadgad,dalandzadgad,mongolia,ömnögovĭ
ulaan-uul,ulaan-uul,mongolia,dornogovĭ
hodrogo,hodrogo,mongolia,dzavhan
baruun urt,baruun urt,mongolia,sühbaatar
suchboatar,suchboatar,mongolia,selenge
dund-us,dund-us,mongolia,hovd
macau,macau,macau,
fort-de-france,fort-de-france,martinique,
bogue,bogue,mauritania,brakna
chegga,chegga,mauritania,tiris zemmour
boutilimit,boutilimit,mauritania,trarza
timbedra,timbedra,mauritania,hodh ech chargui
bir mogrein,bir mogrein,mauritania,tiris zemmour
fderik,fderik,mauritania,tiris zemmour
sélibaby,selibaby,mauritania,guidimaka
aleg,aleg,mauritania,brakna
akjoujt,akjoujt,mauritania,inchiri
kiffa,kiffa,mauritania,assaba
nema,nema,mauritania,hodh ech chargui
nouadhibou,nouadhibou,mauritania,dakhlet nouadhibou
rosso,rosso,mauritania,trarza
tidjikdja,tidjikdja,mauritania,tagant
atar,atar,mauritania,adrar
kaédi,kaedi,mauritania,gorgol
zouirat,zouirat,mauritania,tiris zemmour
arafat,arafat,mauritania,nouakchott sud
dar naim,dar naim,mauritania,nouakchott nord
tevragh zeina,tevragh zeina,mauritania,nouakchott ouest
nouakchott,nouakchott,mauritania,
ayoun el atrous,ayoun el atrous,mauritania,hodh el gharbi
plymouth,plymouth,montserrat,saint anthony
birżebbuġa,birzebbuga,malta,birżebbuġa
marsaskala,marsaskala,malta,marsaskala
marsaxlokk,marsaxlokk,malta,marsaxlokk
kirkop,kirkop,malta,kirkop
pietà,pieta,malta,pietà
żejtun,zejtun,malta,żejtun
attard,attard,malta,attard
pembroke,pembroke,malta,pembroke
żebbuġ,zebbug,malta,żebbuġ
ta’ xbiex,ta' xbiex,malta,ta’ xbiex
sliema,sliema,malta,sliema
san lawrenz,san lawrenz,malta,san lawrenz
imqabba,imqabba,malta,imqabba
imdina,imdina,malta,imdina
qala,qala,malta,qala
imtarfa,imtarfa,malta,imtarfa
żurrieq,zurrieq,malta,żurrieq
gudja,gudja,malta,gudja
sannat,sannat,malta,sannat
valletta,valletta,malta,valletta
żabbar,zabbar,malta,żabbar
luqa,luqa,malta,luqa
qormi,qormi,malta,qormi
imġarr,imgarr,malta,imġarr
saint paul’s bay,saint paul's bay,malta,san pawl il-baħar
qrendi,qrendi,malta,qrendi
munxar,munxar,malta,munxar
ħamrun,hamrun,malta,ħamrun
naxxar,naxxar,malta,naxxar
għaxaq,ghaxaq,malta,għaxaq
għasri,ghasri,malta,għasri
victoria,victoria,malta,rabat (ghawdex)
iklin,iklin,malta,iklin
għargħur,gharghur,malta,għargħur
dingli,dingli,malta,dingli
siġġiewi,siggiewi,malta,siġġiewi
xewkija,xewkija,malta,xewkija
lija,lija,malta,lija
safi,safi,malta,safi
senglea,senglea,malta,isla
xagħra,xaghra,malta,xagħra
xgħajra,xghajra,malta,xgħajra
żebbuġ,zebbug,malta,żebbuġ (ghawdex)
gżira,gzira,malta,gżira
imsida,imsida,malta,imsida
kalkara,kalkara,malta,kalkara
kerċem,kercem,malta,kerċem
mellieħa,mellieha,malta,mellieħa
mosta,mosta,malta,mosta
nadur,nadur,malta,nadur
paola,paola,malta,paola
rabat,rabat,malta,rabat
marsa,marsa,malta,marsa
san ġiljan,san giljan,malta,san ġiljan
san ġwann,san gwann,malta,san ġwann
santa luċija,santa lucija,malta,santa luċija
santa venera,santa venera,malta,santa venera
swieqi,swieqi,malta,swieqi
tarxien,tarxien,malta,tarxien
balzan,balzan,malta,balzan
vittoriosa,vittoriosa,malta,birgu
birkirkara,birkirkara,malta,birkirkara
cospicua,cospicua,malta,bormla
fgura,fgura,malta,fgura
floriana,floriana,malta,floriana
fontana,fontana,malta,fontana
għajnsielem,ghajnsielem,malta,għajnsielem
għarb,gharb,malta,għarb
port louis,port louis,mauritius,port louis
curepipe,curepipe,mauritius,plaines wilhems
malé,male,maldives,maale
dhidhdhoo,dhidhdhoo,maldives,
eydhafushi,eydhafushi,maldives,
felidhoo,felidhoo,maldives,
funadhoo,funadhoo,maldives,
hithadhoo,hithadhoo,maldives,
kudahuvadhoo,kudahuvadhoo,maldives,
magoodhoo,magoodhoo,maldives,
kulhudhuffushi,kulhudhuffushi,maldives,
mahibadhoo,mahibadhoo,maldives,
manadhoo,manadhoo,maldives,
muli,muli,maldives,
naifaru,naifaru,maldives,
thinadhoo,thinadhoo,maldives,
un’goofaaru,un'goofaaru,maldives,
veymandoo,veymandoo,maldives,
villin’gili,villin'gili,maldives,
fonadhoo,fonadhoo,maldives,
fuvahmulaku,fuvahmulaku,maldives,
rasdhoo,rasdhoo,maldives,
thulusdhoo,thulusdhoo,maldives,
thyolo,thyolo,malawi,thyolo
mwanza,mwanza,malawi,mwanza
chiradzulu,chiradzulu,malawi,chiradzulu
karonga,karonga,malawi,karonga
neno,neno,malawi,neno
zomba,zomba,malawi,zomba
chikwawa,chikwawa,malawi,chikwawa
mulanje,mulanje,malawi,mulanje
blantyre,blantyre,malawi,blantyre
chiromo,chiromo,malawi,nsanje
phalombe,phalombe,malawi,phalombe
nsanje,nsanje,malawi,nsanje
nkhata bay,nkhata bay,malawi,nkhata bay
rumphi,rumphi,malawi,rumphi
chitipa,chitipa,malawi,chitipa
mzuzu,mzuzu,malawi,
mzimba,mzimba,malawi,mzimba
ntchisi,ntchisi,malawi,ntchisi
dowa,dowa,malawi,dowa
mchinji,mchinji,malawi,mchinji
nkhotakota,nkhotakota,malawi,nkhotakota
kasungu,kasungu,malawi,kasungu
ntcheu,ntcheu,malawi,ntcheu
dedza,dedza,malawi,dedza
salima,salima,malawi,salima
lilongwe,lilongwe,malawi,lilongwe
mangochi,mangochi,malawi,mangochi
balaka,balaka,malawi,balaka
machinga,machinga,malawi,machinga
nacozari de garcía,nacozari de garcia,mexico,sonora
nueva rosita,nueva rosita,mexico,coahuila de zaragoza
san felipe,san felipe,mexico,baja california
zacatecas,zacatecas,mexico,zacatecas
irapuato,irapuato,mexico,guanajuato
vicente guerrero,vicente guerrero,mexico,baja california
san quintín,san quintin,mexico,baja california
chetumal,chetumal,mexico,quintana roo
esperanza,esperanza,mexico,sonora
izamal,izamal,mexico,yucatán
ticul,ticul,mexico,yucatán
villahermosa,villahermosa,mexico,tabasco
mazatlán,mazatlan,mexico,sinaloa
ciudad victoria,ciudad victoria,mexico,tamaulipas
mexicali,mexicali,mexico,baja california
aguascalientes,aguascalientes,mexico,aguascalientes
chihuahua,chihuahua,mexico,chihuahua
guanajuato,guanajuato,mexico,guanajuato
chilpancingo,chilpancingo,mexico,guerrero
pachuca,pachuca,mexico,hidalgo
guadalajara,guadalajara,mexico,jalisco
cuernavaca,cuernavaca,mexico,morelos
monterrey,monterrey,mexico,nuevo león
lázaro cárdenas,lazaro cardenas,mexico,michoacán de ocampo
miahuatlán,miahuatlan,mexico,oaxaca
mitla,mitla,mexico,oaxaca
valladolid,valladolid,mexico,yucatán
ciudad constitución,ciudad constitucion,mexico,baja california sur
villa unión,villa union,mexico,sinaloa
eldorado,eldorado,mexico,sinaloa
tekax,tekax,mexico,yucatán
montemorelos,montemorelos,mexico,nuevo león
xalapa,xalapa,mexico,veracruz
teziutlán,teziutlan,mexico,puebla
motul,motul,mexico,yucatán
mérida,merida,mexico,yucatán
guerrero negro,guerrero negro,mexico,baja california
saltillo,saltillo,mexico,coahuila de zaragoza
punta prieta,punta prieta,mexico,baja california
salina cruz,salina cruz,mexico,oaxaca
durango,durango,mexico,durango
acatlan,acatlan,mexico,puebla
tepic,tepic,mexico,nayarit
tecuala,tecuala,mexico,nayarit
ayutla,ayutla,mexico,guerrero
huajuapan de león,huajuapan de leon,mexico,oaxaca
pochutla,pochutla,mexico,oaxaca
colima,colima,mexico,colima
autlan,autlan,mexico,jalisco
coalcoman,coalcoman,mexico,michoacán de ocampo
apatzingán,apatzingan,mexico,michoacán de ocampo
halachó,halacho,mexico,yucatán
peto,peto,mexico,yucatán
papasquiaro,papasquiaro,mexico,durango
puerto escondido,puerto escondido,mexico,oaxaca
hermosillo,hermosillo,mexico,sonora
juchitan,juchitan,mexico,oaxaca
san luis potosí,san luis potosi,mexico,san luis potosí
culiacán,culiacan,mexico,sinaloa
uruapan,uruapan,mexico,michoacán de ocampo
tehuantepec,tehuantepec,mexico,oaxaca
salamanca,salamanca,mexico,guanajuato
mexico city,mexico city,mexico,ciudad de méxico
zamora,zamora,mexico,michoacán de ocampo
tlaxiaco,tlaxiaco,mexico,oaxaca
petatlán,petatlan,mexico,guerrero
la cruz,la cruz,mexico,sinaloa
allende,allende,mexico,coahuila de zaragoza
agua prieta,agua prieta,mexico,sonora
piedras negras,piedras negras,mexico,coahuila de zaragoza
reynosa,reynosa,mexico,tamaulipas
ojinaga,ojinaga,mexico,chihuahua
la paz,la paz,mexico,baja california sur
tapachula,tapachula,mexico,chiapas
escuintla,escuintla,mexico,chiapas
atlixco,atlixco,mexico,puebla
orizaba,orizaba,mexico,veracruz
taxco,taxco,mexico,guerrero
iguala,iguala,mexico,guerrero
cabo san lucas,cabo san lucas,mexico,baja california sur
villanueva,villanueva,mexico,zacatecas
tecpan,tecpan,mexico,guerrero
atoyac,atoyac,mexico,guerrero
jaltipan,jaltipan,mexico,veracruz
la barca,la barca,mexico,jalisco
querétaro,queretaro,mexico,querétaro
león,leon,mexico,guanajuato
pijijiapan,pijijiapan,mexico,chiapas
campeche,campeche,mexico,campeche
toluca,toluca,mexico,méxico
tlaxcala,tlaxcala,mexico,tlaxcala
oaxaca,oaxaca,mexico,oaxaca
puebla,puebla,mexico,puebla
tuxtla gutiérrez,tuxtla gutierrez,mexico,chiapas
lagos de moreno,lagos de moreno,mexico,jalisco
progreso,progreso,mexico,yucatán
tuxpam,tuxpam,mexico,veracruz
balancán,balancan,mexico,tabasco
tizimín,tizimin,mexico,yucatán
los mochis,los mochis,mexico,sinaloa
altata,altata,mexico,sinaloa
navajoa,navajoa,mexico,sonora
santa barbara,santa barbara,mexico,chihuahua
ciudad hidalgo,ciudad hidalgo,mexico,michoacán de ocampo
parras,parras,mexico,coahuila de zaragoza
hidalgo del parral,hidalgo del parral,mexico,chihuahua
delicias,delicias,mexico,chihuahua
ensenada,ensenada,mexico,baja california
linares,linares,mexico,nuevo león
san juan del río,san juan del rio,mexico,querétaro
minatitlán,minatitlan,mexico,veracruz
villa ahumada,villa ahumada,mexico,chihuahua
tehuacan,tehuacan,mexico,puebla
ciudad del carmen,ciudad del carmen,mexico,campeche
morelia,morelia,mexico,michoacán de ocampo
escuinapa,escuinapa,mexico,sinaloa
nezahualcoyotl,nezahualcoyotl,mexico,méxico
gómez palacio,gomez palacio,mexico,durango
paraíso,paraiso,mexico,tabasco
frontera,frontera,mexico,tabasco
tenosique,tenosique,mexico,tabasco
tecoman,tecoman,mexico,colima
aldama,aldama,mexico,tamaulipas
loreto,loreto,mexico,baja california sur
santa rosalía,santa rosalia,mexico,baja california sur
el fuerte,el fuerte,mexico,sinaloa
guasave,guasave,mexico,sinaloa
manzanillo,manzanillo,mexico,colima
celaya,celaya,mexico,guanajuato
san pedro de las colonias,san pedro de las colonias,mexico,coahuila de zaragoza
monclova,monclova,mexico,coahuila de zaragoza
torreón,torreon,mexico,coahuila de zaragoza
nogales,nogales,mexico,sonora
rio verde,rio verde,mexico,san luis potosí
tamuín,tamuin,mexico,san luis potosí
tamazunchale,tamazunchale,mexico,san luis potosí
ciudad valles,ciudad valles,mexico,san luis potosí
cardenas,cardenas,mexico,san luis potosí
guamúchil,guamuchil,mexico,sinaloa
tijuana,tijuana,mexico,baja california
cozumel,cozumel,mexico,quintana roo
isla mujeres,isla mujeres,mexico,quintana roo
cancún,cancun,mexico,quintana roo
felipe carrillo puerto,felipe carrillo puerto,mexico,quintana roo
champotón,champoton,mexico,campeche
cuencame,cuencame,mexico,durango
canatlan,canatlan,mexico,durango
compostela,compostela,mexico,nayarit
santiago ixcuintla,santiago ixcuintla,mexico,nayarit
tuxpan,tuxpan,mexico,nayarit
matehuala,matehuala,mexico,san luis potosí
fresnillo,fresnillo,mexico,zacatecas
valparaíso,valparaiso,mexico,zacatecas
sabinas hidalgo,sabinas hidalgo,mexico,nuevo león
ascensión,ascension,mexico,chihuahua
ciudad juárez,ciudad juarez,mexico,chihuahua
juan aldama,juan aldama,mexico,zacatecas
caborca,caborca,mexico,sonora
magdalena,magdalena,mexico,sonora
mazatlán,mazatlan,mexico,sonora
puerto vallarta,puerto vallarta,mexico,jalisco
zumpango,zumpango,mexico,méxico
nuevo laredo,nuevo laredo,mexico,tamaulipas
matamoros,matamoros,mexico,tamaulipas
san fernando,san fernando,mexico,tamaulipas
ciudad madero,ciudad madero,mexico,tamaulipas
tampico,tampico,mexico,tamaulipas
ciudad mante,ciudad mante,mexico,tamaulipas
tula,tula,mexico,tamaulipas
ciudad guzman,ciudad guzman,mexico,jalisco
ciudad camargo,ciudad camargo,mexico,chihuahua
cuauhtémoc,cuauhtemoc,mexico,chihuahua
nuevo casas grandes,nuevo casas grandes,mexico,chihuahua
poza rica de hidalgo,poza rica de hidalgo,mexico,veracruz
ometepec,ometepec,mexico,guerrero
ciudad altamirano,ciudad altamirano,mexico,guerrero
huatabampo,huatabampo,mexico,sonora
ciudad obregon,ciudad obregon,mexico,sonora
guaymas,guaymas,mexico,sonora
pánuco,panuco,mexico,veracruz
cananea,cananea,mexico,sonora
acapulco,acapulco,mexico,guerrero
san cristobal de las casas,san cristobal de las casas,mexico,chiapas
veracruz,veracruz,mexico,veracruz
coatzacoalcos,coatzacoalcos,mexico,veracruz
santiago tuxtla,santiago tuxtla,mexico,veracruz
córdoba,cordoba,mexico,veracruz
nautla,nautla,mexico,veracruz
sibu,sibu,malaysia,sarawak
shah alam,shah alam,malaysia,
bintulu,bintulu,malaysia,sarawak
kuching,kuching,malaysia,sarawak
victoria,victoria,malaysia,labuan
taiping,taiping,malaysia,perak
chukai,chukai,malaysia,terengganu
kuala lumpur,kuala lumpur,malaysia,kuala lumpur
kangar,kangar,malaysia,perlis
alor setar,alor setar,malaysia,kedah
george town,george town,malaysia,pulau pinang
butterworth,butterworth,malaysia,pulau pinang
sungai petani,sungai petani,malaysia,kedah
sandakan,sandakan,malaysia,sabah
lahad datu,lahad datu,malaysia,sabah
kota baharu,kota baharu,malaysia,kelantan
